Curso de ingreso;Comunidad autónoma;Sexo;Años desde el ingreso;Situación educativa;Total
2016-2017 (1);Castilla y León;Mujeres;4º año;Matriculados otro ciclo;9,9
2016-2017 (1);Castilla y León;Mujeres;4º año;Bachillerato;1,2
2016-2017 (1);Castilla y León;Mujeres;4º año;Otras Enseñanzas;3,8
2016-2017 (1);Castilla y León;Mujeres;4º año;Sin Matricula;28,2
2016-2017 (1);Castilla y León;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Castilla y León;Mujeres;5º año;Terminan años anteriores;60,5
2016-2017 (1);Castilla y León;Mujeres;5º año;Matriculado mismo ciclo;2,3
2016-2017 (1);Castilla y León;Mujeres;5º año;Matriculados otro ciclo;3,4
2016-2017 (1);Castilla y León;Mujeres;5º año;Bachillerato;0,9
2016-2017 (1);Castilla y León;Mujeres;5º año;Otras Enseñanzas;3,4
2016-2017 (1);Castilla y León;Mujeres;5º año;Sin Matricula;29,5
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;Matriculado mismo ciclo;72,3
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;Bachillerato;1,3
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;Otras Enseñanzas;2,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;2º año;Sin Matricula;19,5
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;Terminan años anteriores;41,1
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;Matriculado mismo ciclo;22,9
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,5
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;Bachillerato;1,1
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;Otras Enseñanzas;2,4
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;3er año;Sin Matricula;26,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;Terminan años anteriores;54,8
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;Matriculados otro ciclo;12,7
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;Bachillerato;0,8
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;Otras Enseñanzas;2,1
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;4º año;Sin Matricula;29,6
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;Terminan años anteriores;60,3
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;Matriculado mismo ciclo;3,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;Matriculados otro ciclo;4,0
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;Bachillerato;0,6
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;Otras Enseñanzas;1,7
2016-2017 (1);Castilla-La Mancha;AMBOS SEXOS;5º año;Sin Matricula;30,5
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;Terminan años anteriores;.
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;Matriculado mismo ciclo;68,9
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;Matriculados otro ciclo;5,4
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;Bachillerato;1,3
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;Otras Enseñanzas;2,0
2016-2017 (1);Castilla-La Mancha;Hombres;2º año;Sin Matricula;22,4
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;Terminan años anteriores;36,1
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;Matriculado mismo ciclo;23,3
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;Matriculados otro ciclo;7,1
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;Bachillerato;1,3
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;Otras Enseñanzas;2,2
2016-2017 (1);Castilla-La Mancha;Hombres;3er año;Sin Matricula;30,0
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;Terminan años anteriores;50,2
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;Matriculados otro ciclo;12,9
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;Bachillerato;0,8
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;Otras Enseñanzas;2,1
2016-2017 (1);Castilla-La Mancha;Hombres;4º año;Sin Matricula;34,0
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;Terminan años anteriores;55,5
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;Matriculado mismo ciclo;3,0
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;Matriculados otro ciclo;4,1
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;Bachillerato;0,5
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;Otras Enseñanzas;1,5
2016-2017 (1);Castilla-La Mancha;Hombres;5º año;Sin Matricula;35,4
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;Terminan años anteriores;.
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;Matriculado mismo ciclo;76,5
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;Matriculados otro ciclo;4,4
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;Bachillerato;1,2
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;Otras Enseñanzas;1,9
2016-2017 (1);Castilla-La Mancha;Mujeres;2º año;Sin Matricula;16,0
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;Terminan años anteriores;47,3
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;Matriculado mismo ciclo;22,3
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;Matriculados otro ciclo;5,6
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;Bachillerato;0,9
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;Otras Enseñanzas;2,7
2016-2017 (1);Castilla-La Mancha;Mujeres;3er año;Sin Matricula;21,1
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;Terminan años anteriores;60,4
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;Matriculados otro ciclo;12,6
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;Bachillerato;0,8
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;Otras Enseñanzas;2,2
2016-2017 (1);Castilla-La Mancha;Mujeres;4º año;Sin Matricula;24,1
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;Terminan años anteriores;66,1
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;Matriculado mismo ciclo;3,0
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;Matriculados otro ciclo;3,8
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;Bachillerato;0,7
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;Otras Enseñanzas;1,8
2016-2017 (1);Castilla-La Mancha;Mujeres;5º año;Sin Matricula;24,5
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;Matriculado mismo ciclo;76,4
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;Matriculados otro ciclo;6,5
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;Bachillerato;0,8
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;Otras Enseñanzas;1,2
2016-2017 (1);Cataluña;AMBOS SEXOS;2º año;Sin Matricula;15,1
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;Terminan años anteriores;44,0
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;Matriculado mismo ciclo;21,1
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,5
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;Bachillerato;0,8
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;Otras Enseñanzas;2,3
2016-2017 (1);Cataluña;AMBOS SEXOS;3er año;Sin Matricula;25,4
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;Terminan años anteriores;56,4
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;Matriculados otro ciclo;10,2
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;Bachillerato;0,5
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;Otras Enseñanzas;2,7
2016-2017 (1);Cataluña;AMBOS SEXOS;4º año;Sin Matricula;30,2
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;Terminan años anteriores;61,2
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,8
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;Matriculados otro ciclo;2,2
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;Bachillerato;0,3
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;Otras Enseñanzas;2,4
2016-2017 (1);Cataluña;AMBOS SEXOS;5º año;Sin Matricula;32,1
2016-2017 (1);Cataluña;Hombres;2º año;TOTAL;100,0
2016-2017 (1);Cataluña;Hombres;2º año;Terminan años anteriores;.
2016-2017 (1);Cataluña;Hombres;2º año;Matriculado mismo ciclo;74,0
2016-2017 (1);Cataluña;Hombres;2º año;Matriculados otro ciclo;7,7
2016-2017 (1);Cataluña;Hombres;2º año;Bachillerato;0,8
2016-2017 (1);Cataluña;Hombres;2º año;Otras Enseñanzas;1,4
2016-2017 (1);Cataluña;Hombres;2º año;Sin Matricula;16,1
2016-2017 (1);Cataluña;Hombres;3er año;TOTAL;100,0
2016-2017 (1);Cataluña;Hombres;3er año;Terminan años anteriores;38,6
2016-2017 (1);Cataluña;Hombres;3er año;Matriculado mismo ciclo;23,3
2016-2017 (1);Cataluña;Hombres;3er año;Matriculados otro ciclo;7,8
2016-2017 (1);Cataluña;Hombres;3er año;Bachillerato;0,8
2016-2017 (1);Cataluña;Hombres;3er año;Otras Enseñanzas;2,3
2016-2017 (1);Cataluña;Hombres;3er año;Sin Matricula;27,2
2016-2017 (1);Cataluña;Hombres;4º año;TOTAL;100,0
2016-2017 (1);Cataluña;Hombres;4º año;Terminan años anteriores;51,6
2016-2017 (1);Cataluña;Hombres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Cataluña;Hombres;4º año;Matriculados otro ciclo;12,1
2016-2017 (1);Cataluña;Hombres;4º año;Bachillerato;0,4
2016-2017 (1);Cataluña;Hombres;4º año;Otras Enseñanzas;2,5
2016-2017 (1);Cataluña;Hombres;4º año;Sin Matricula;33,4
2016-2017 (1);Cataluña;Hombres;5º año;TOTAL;100,0
2016-2017 (1);Cataluña;Hombres;5º año;Terminan años anteriores;57,3
2016-2017 (1);Cataluña;Hombres;5º año;Matriculado mismo ciclo;1,9
2016-2017 (1);Cataluña;Hombres;5º año;Matriculados otro ciclo;2,6
2016-2017 (1);Cataluña;Hombres;5º año;Bachillerato;0,3
2016-2017 (1);Cataluña;Hombres;5º año;Otras Enseñanzas;2,2
2016-2017 (1);Cataluña;Hombres;5º año;Sin Matricula;35,7
2016-2017 (1);Cataluña;Mujeres;2º año;TOTAL;100,0
2016-2017 (1);Cataluña;Mujeres;2º año;Terminan años anteriores;.
2016-2017 (1);Cataluña;Mujeres;2º año;Matriculado mismo ciclo;79,7
2016-2017 (1);Cataluña;Mujeres;2º año;Matriculados otro ciclo;4,8
2016-2017 (1);Cataluña;Mujeres;2º año;Bachillerato;0,9
2016-2017 (1);Cataluña;Mujeres;2º año;Otras Enseñanzas;0,8
2016-2017 (1);Cataluña;Mujeres;2º año;Sin Matricula;13,8
2016-2017 (1);Cataluña;Mujeres;3er año;TOTAL;100,0
2016-2017 (1);Cataluña;Mujeres;3er año;Terminan años anteriores;51,3
2016-2017 (1);Cataluña;Mujeres;3er año;Matriculado mismo ciclo;18,0
2016-2017 (1);Cataluña;Mujeres;3er año;Matriculados otro ciclo;4,7
2016-2017 (1);Cataluña;Mujeres;3er año;Bachillerato;0,8
2016-2017 (1);Cataluña;Mujeres;3er año;Otras Enseñanzas;2,3
2016-2017 (1);Cataluña;Mujeres;3er año;Sin Matricula;23,0
2016-2017 (1);Cataluña;Mujeres;4º año;TOTAL;100,0
2016-2017 (1);Cataluña;Mujeres;4º año;Terminan años anteriores;62,9
2016-2017 (1);Cataluña;Mujeres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Cataluña;Mujeres;4º año;Matriculados otro ciclo;7,5
2016-2017 (1);Cataluña;Mujeres;4º año;Bachillerato;0,5
2016-2017 (1);Cataluña;Mujeres;4º año;Otras Enseñanzas;3,1
2016-2017 (1);Cataluña;Mujeres;4º año;Sin Matricula;26,0
2016-2017 (1);Cataluña;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Cataluña;Mujeres;5º año;Terminan años anteriores;66,5
2016-2017 (1);Cataluña;Mujeres;5º año;Matriculado mismo ciclo;1,6
2016-2017 (1);Cataluña;Mujeres;5º año;Matriculados otro ciclo;1,7
2016-2017 (1);Cataluña;Mujeres;5º año;Bachillerato;0,4
2016-2017 (1);Cataluña;Mujeres;5º año;Otras Enseñanzas;2,6
2016-2017 (1);Cataluña;Mujeres;5º año;Sin Matricula;27,2
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;Matriculado mismo ciclo;72,5
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,5
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;Bachillerato;1,1
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;Otras Enseñanzas;0,6
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;2º año;Sin Matricula;20,3
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;Terminan años anteriores;49,8
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;Matriculado mismo ciclo;15,5
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;Matriculados otro ciclo;5,6
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;Bachillerato;0,9
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;Otras Enseñanzas;0,6
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;3er año;Sin Matricula;27,6
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;Terminan años anteriores;60,4
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;Matriculados otro ciclo;7,7
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;Bachillerato;0,5
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;Otras Enseñanzas;0,9
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;4º año;Sin Matricula;30,5
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;Terminan años anteriores;63,5
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,4
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;Matriculados otro ciclo;3,1
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;Bachillerato;0,4
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;Otras Enseñanzas;1,6
2016-2017 (1);Comunitat Valenciana;AMBOS SEXOS;5º año;Sin Matricula;30,1
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;Terminan años anteriores;.
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;Matriculado mismo ciclo;68,3
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;Matriculados otro ciclo;7,3
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;Bachillerato;1,3
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;Otras Enseñanzas;0,6
2016-2017 (1);Comunitat Valenciana;Hombres;2º año;Sin Matricula;22,5
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;Terminan años anteriores;43,2
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;Matriculado mismo ciclo;16,9
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;Matriculados otro ciclo;6,9
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;Bachillerato;0,9
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;Otras Enseñanzas;0,6
2016-2017 (1);Comunitat Valenciana;Hombres;3er año;Sin Matricula;31,5
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;Terminan años anteriores;55,1
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;Matriculados otro ciclo;8,8
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;Bachillerato;0,6
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;Otras Enseñanzas;1,0
2016-2017 (1);Comunitat Valenciana;Hombres;4º año;Sin Matricula;34,6
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;Terminan años anteriores;58,6
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;Matriculado mismo ciclo;1,7
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;Matriculados otro ciclo;3,1
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;Bachillerato;0,3
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;Otras Enseñanzas;1,7
2016-2017 (1);Comunitat Valenciana;Hombres;5º año;Sin Matricula;34,6
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;Terminan años anteriores;.
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;Matriculado mismo ciclo;78,5
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;Matriculados otro ciclo;3,0
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;Bachillerato;0,9
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;Otras Enseñanzas;0,5
2016-2017 (1);Comunitat Valenciana;Mujeres;2º año;Sin Matricula;17,1
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;Terminan años anteriores;59,1
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;Matriculado mismo ciclo;13,4
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;Matriculados otro ciclo;3,7
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;Bachillerato;1,0
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;Otras Enseñanzas;0,6
2016-2017 (1);Comunitat Valenciana;Mujeres;3er año;Sin Matricula;22,1
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;Terminan años anteriores;67,9
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;Matriculados otro ciclo;6,3
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;Bachillerato;0,4
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;Otras Enseñanzas;0,9
2016-2017 (1);Comunitat Valenciana;Mujeres;4º año;Sin Matricula;24,5
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;Terminan años anteriores;70,5
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;Matriculado mismo ciclo;0,9
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;Matriculados otro ciclo;3,0
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;Bachillerato;0,4
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;Otras Enseñanzas;1,5
2016-2017 (1);Comunitat Valenciana;Mujeres;5º año;Sin Matricula;23,8
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;Matriculado mismo ciclo;79,4
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;Matriculados otro ciclo;2,9
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;Bachillerato;1,3
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;Otras Enseñanzas;1,2
2016-2017 (1);Extremadura;AMBOS SEXOS;2º año;Sin Matricula;15,2
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;Terminan años anteriores;51,0
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;Matriculado mismo ciclo;21,6
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;Matriculados otro ciclo;3,8
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;Bachillerato;1,1
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;Otras Enseñanzas;1,6
2016-2017 (1);Extremadura;AMBOS SEXOS;3er año;Sin Matricula;21,0
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;Terminan años anteriores;66,2
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;Matriculados otro ciclo;9,4
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;Bachillerato;1,0
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;Otras Enseñanzas;1,4
2016-2017 (1);Extremadura;AMBOS SEXOS;4º año;Sin Matricula;22,0
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;Terminan años anteriores;71,3
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;Matriculado mismo ciclo;2,2
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;Matriculados otro ciclo;2,4
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;Bachillerato;0,5
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;Otras Enseñanzas;1,5
2016-2017 (1);Extremadura;AMBOS SEXOS;5º año;Sin Matricula;22,1
2016-2017 (1);Extremadura;Hombres;2º año;TOTAL;100,0
2016-2017 (1);Extremadura;Hombres;2º año;Terminan años anteriores;.
2016-2017 (1);Extremadura;Hombres;2º año;Matriculado mismo ciclo;75,1
2016-2017 (1);Extremadura;Hombres;2º año;Matriculados otro ciclo;3,7
2016-2017 (1);Extremadura;Hombres;2º año;Bachillerato;1,9
2016-2017 (1);Extremadura;Hombres;2º año;Otras Enseñanzas;1,2
2016-2017 (1);Extremadura;Hombres;2º año;Sin Matricula;18,0
2016-2017 (1);Extremadura;Hombres;3er año;TOTAL;100,0
2016-2017 (1);Extremadura;Hombres;3er año;Terminan años anteriores;42,6
2016-2017 (1);Extremadura;Hombres;3er año;Matriculado mismo ciclo;23,1
2016-2017 (1);Extremadura;Hombres;3er año;Matriculados otro ciclo;4,8
2016-2017 (1);Extremadura;Hombres;3er año;Bachillerato;1,3
2016-2017 (1);Extremadura;Hombres;3er año;Otras Enseñanzas;1,9
2016-2017 (1);Extremadura;Hombres;3er año;Sin Matricula;26,3
2016-2017 (1);Extremadura;Hombres;4º año;TOTAL;100,0
2016-2017 (1);Extremadura;Hombres;4º año;Terminan años anteriores;57,4
2016-2017 (1);Extremadura;Hombres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Extremadura;Hombres;4º año;Matriculados otro ciclo;11,6
2016-2017 (1);Extremadura;Hombres;4º año;Bachillerato;1,2
2016-2017 (1);Extremadura;Hombres;4º año;Otras Enseñanzas;1,8
2016-2017 (1);Extremadura;Hombres;4º año;Sin Matricula;28,0
2016-2017 (1);Extremadura;Hombres;5º año;TOTAL;100,0
2016-2017 (1);Extremadura;Hombres;5º año;Terminan años anteriores;63,4
2016-2017 (1);Extremadura;Hombres;5º año;Matriculado mismo ciclo;2,8
2016-2017 (1);Extremadura;Hombres;5º año;Matriculados otro ciclo;3,0
2016-2017 (1);Extremadura;Hombres;5º año;Bachillerato;0,7
2016-2017 (1);Extremadura;Hombres;5º año;Otras Enseñanzas;2,0
2016-2017 (1);Extremadura;Hombres;5º año;Sin Matricula;28,2
2016-2017 (1);Extremadura;Mujeres;2º año;TOTAL;100,0
2016-2017 (1);Extremadura;Mujeres;2º año;Terminan años anteriores;.
2016-2017 (1);Extremadura;Mujeres;2º año;Matriculado mismo ciclo;84,3
2016-2017 (1);Extremadura;Mujeres;2º año;Matriculados otro ciclo;2,0
2016-2017 (1);Extremadura;Mujeres;2º año;Bachillerato;0,6
2016-2017 (1);Extremadura;Mujeres;2º año;Otras Enseñanzas;1,3
2016-2017 (1);Extremadura;Mujeres;2º año;Sin Matricula;11,8
2016-2017 (1);Extremadura;Mujeres;3er año;TOTAL;100,0
2016-2017 (1);Extremadura;Mujeres;3er año;Terminan años anteriores;60,7
